"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","moistureSampleID","horizon","ovenStartDate","ovenEndDate","boatMass","freshMassBoatMass","dryMassBoatMass","soilMoisture","dryMassFraction","smRemarks","smMeasuredBy","dataQF"
"f4d38bb9-3517-4f47-bb3f-2a35a3208dc1","HARV_005.basePlot.bgc","D01","HARV","HARV_005",NA,"2018-05-07T14:46Z","NEON.DOC.014048vF","HARV_005-M-21.5-5.5-20180507","A00000000710","HARV_005-M-21.5-5.5-20180507-SM","M","2018-05-08T15:35Z","2018-05-10T18:25Z",2.16,12.46,8.16,0.717,0.583,"","gvanscoy@field-ops.org",NA
"ad1bb524-5e83-4c84-9041-d23ae8a5e7e5","HARV_021.basePlot.bgc","D01","HARV","HARV_021",NA,"2018-05-07T18:04Z","NEON.DOC.014048vF","HARV_021-M-16.5-6-20180507","A00000000656","HARV_021-M-16.5-6-20180507-SM","M","2018-05-08T15:21Z","2018-05-10T18:25Z",2.11,12.27,9.04,0.466,0.682,"","gvanscoy@field-ops.org",NA
"315b78a4-3a80-4ba8-ac33-6f464205e4ec","HARV_021.basePlot.bgc","D01","HARV","HARV_021",NA,"2018-05-07T17:57Z","NEON.DOC.014048vF","HARV_021-O-28.5-1-20180507","A00000000605","HARV_021-O-28.5-1-20180507-SM","O","2018-05-08T15:18Z","2018-05-10T18:25Z",2.16,7.22,3.89,1.925,0.342,"","gvanscoy@field-ops.org",NA
"b4b7ab62-3b58-4832-b806-199becfbe950","HARV_021.basePlot.bgc","D01","HARV","HARV_021",NA,"2018-05-07T17:57Z","NEON.DOC.014048vF","HARV_021-M-28.5-1-20180507","A00000000673","HARV_021-M-28.5-1-20180507-SM","M","2018-05-08T15:25Z","2018-05-10T18:25Z",2.16,12.28,10.2,0.259,0.794,"","gvanscoy@field-ops.org",NA
"2a257c6d-89b6-4661-ac71-2991d25a160d","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T14:00Z","NEON.DOC.014048vK","HARV_013-O-10.5-37-20180509","A00000000729","HARV_013-O-10.5-37-20180509-SM","O","2018-05-09T19:43Z","2018-05-14T17:12Z",2.15,4.89,3.42,1.157,0.464,"","jlerner@battelleecology.org",NA
"316a8e5b-d6e5-4b23-a9f6-ec44a7cc143f","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T13:51Z","NEON.DOC.014048vK","HARV_013-M-10.5-37-20180509","A00000000711","HARV_013-M-10.5-37-20180509-SM","M","2018-05-09T20:34Z","2018-05-14T17:30Z",2.09,12.44,10.51,0.229,0.814,"","jlerner@battelleecology.org",NA
"08d8de50-bd97-46f3-99b2-ee76d785baa1","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-05-09T15:34Z","NEON.DOC.014048vK","HARV_033-M-14.5-0-20180509","A00000000657","HARV_033-M-14.5-0-20180509-SM","M","2018-05-09T19:56Z","2018-05-14T17:09Z",2.15,13.37,9.21,0.589,0.629,"","jlerner@battelleecology.org",NA
"3e3bf256-3d14-434f-9990-c125983ed352","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T14:06Z","NEON.DOC.014048vK","HARV_013-O-30-30.5-20180509","A00000000728","HARV_013-O-30-30.5-20180509-SM","O","2018-05-09T20:39Z","2018-05-14T17:29Z",2.08,5.8,3.55,1.531,0.395,"","jlerner@battelleecology.org",NA
"14c007fa-549b-4e84-8f48-9685eab7452b","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T14:06Z","NEON.DOC.014048vK","HARV_013-M-30-30.5-20180509","A00000000731","HARV_013-M-30-30.5-20180509-SM","M","2018-05-09T19:38Z","2018-05-14T17:18Z",2.09,12.39,10.27,0.259,0.794,"","jlerner@battelleecology.org",NA
"7e2e77af-ad55-44a2-8380-cdc1de3ce5d6","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-05-09T15:46Z","NEON.DOC.014048vK","HARV_033-O-0-32.5-20180509","A00000000606","HARV_033-O-0-32.5-20180509-SM","O","2018-05-09T20:43Z","2018-05-14T17:32Z",2.1,7.17,3.66,2.25,0.308,"","jlerner@battelleecology.org",NA
"8841aeb9-f5e2-4e4c-9544-41a8bec384df","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T14:17Z","NEON.DOC.014048vK","HARV_013-O-24.5-7.5-20180509","A00000000617","HARV_013-O-24.5-7.5-20180509-SM","O","2018-05-09T19:41Z","2018-05-14T17:13Z",2.06,5.43,3.81,0.926,0.519,"","jlerner@battelleecology.org",NA
"a8b5eedb-356f-461a-a503-44efe5626f9d","HARV_013.basePlot.bgc","D01","HARV","HARV_013",NA,"2018-05-09T14:16Z","NEON.DOC.014048vK","HARV_013-M-24.5-7.5-20180509","A00000000730","HARV_013-M-24.5-7.5-20180509-SM","M","2018-05-09T20:34Z","2018-05-14T17:31Z",2.12,14.34,12.22,0.21,0.827,"","jlerner@battelleecology.org",NA
"3d05742a-3d98-4697-a567-8ef2ea2bc24b","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-05-09T15:46Z","NEON.DOC.014048vK","HARV_033-M-0-32.5-20180509","A00000000640","HARV_033-M-0-32.5-20180509-SM","M","2018-05-09T19:47Z","2018-05-14T17:12Z",2.17,11.79,7.42,0.832,0.546,"","jlerner@battelleecology.org",NA
"159feded-a257-4862-9f2e-021a6a8dd1ef","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:10Z","NEON.DOC.014048vF","HARV_004-O-0.5-26.5-20180507","A00000001031","HARV_004-O-0.5-26.5-20180507-SM","O","2018-05-08T13:48Z","2018-05-10T18:25Z",2.12,7.05,4.08,1.515,0.398,"","gvanscoy@field-ops.org",NA
"8f02cd3c-4708-4a5d-b28a-0983f107c3f8","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:10Z","NEON.DOC.014048vF","HARV_004-M-0.5-26.5-20180507","A00000001064","HARV_004-M-0.5-26.5-20180507-SM","M","2018-05-08T13:50Z","2018-05-10T18:25Z",2.15,12.31,8.11,0.705,0.587,"","gvanscoy@field-ops.org",NA
"51dec0f0-3814-4b6e-9d28-02804c03f656","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-05-09T15:52Z","NEON.DOC.014048vK","HARV_033-O-31.5-30-20180509","A00000000707","HARV_033-O-31.5-30-20180509-SM","O","2018-05-09T19:53Z","2018-05-14T17:10Z",2.17,7.11,3.4,3.016,0.249,"","jlerner@battelleecology.org",NA
"f83ccf01-3590-482f-a406-e652cbaf1454","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-05-09T15:52Z","NEON.DOC.014048vK","HARV_033-M-31.5-30-20180509","A00000000623","HARV_033-M-31.5-30-20180509-SM","M","2018-05-09T19:16Z","2018-05-14T17:20Z",2.14,12.73,8.33,0.711,0.585,"","jlerner@battelleecology.org",NA
"45a74b5d-6a92-445f-bbfc-5d233be54781","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:20Z","NEON.DOC.014048vF","HARV_004-O-36-30.5-20180507","A00000001048","HARV_004-O-36-30.5-20180507-SM","O","2018-05-08T13:00Z","2018-05-10T18:25Z",2.09,7.15,3.44,2.748,0.267,"","gvanscoy@field-ops.org",NA
"fa3d5cc4-3cc9-4886-9cdd-4c682e927912","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:20Z","NEON.DOC.014048vF","HARV_004-M-36-30.5-20180507","A00000001013","HARV_004-M-36-30.5-20180507-SM","M","2018-05-08T13:39Z","2018-05-10T18:25Z",2.18,12.23,8.43,0.608,0.622,"","gvanscoy@field-ops.org",NA
"7bdab3d4-54cc-4aae-be84-bc9ef3c8f28b","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:25Z","NEON.DOC.014048vF","HARV_004-O-21-0-20180507","A00000001065","HARV_004-O-21-0-20180507-SM","O","2018-05-08T13:41Z","2018-05-10T18:25Z",2.14,7.47,3.79,2.23,0.31,"","gvanscoy@field-ops.org",NA
"ebe747bd-d157-41ac-94d2-0d1c7ef08cea","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-05-07T20:25Z","NEON.DOC.014048vF","HARV_004-M-21-0-20180507","A00000001030","HARV_004-M-21-0-20180507-SM","M","2018-05-08T13:41Z","2018-05-10T18:25Z",2.12,12.1,8.49,0.567,0.638,"","gvanscoy@field-ops.org",NA
"a9ea12ff-d60f-4ffb-8919-d694c9b487d9","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:50Z","NEON.DOC.014048vK","HARV_034-O-7-1-20180509","A00000000708","HARV_034-O-7-1-20180509-SM","O","2018-05-09T20:19Z","2018-05-14T17:32Z",2.09,7.09,4.03,1.577,0.388,"","jlerner@battelleecology.org",NA
"fa430d72-d09e-49d5-b260-668dd1c69502","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:50Z","NEON.DOC.014048vK","HARV_034-M-7-1-20180509","A00000000624","HARV_034-M-7-1-20180509-SM","M","2018-05-09T20:19Z","2018-05-14T17:22Z",2.12,12.85,9.78,0.401,0.714,"","jlerner@battelleecology.org",NA
"29a744f6-636d-4071-837f-f92f1f39b5bf","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:27Z","NEON.DOC.014048vF","HARV_001-O-37.5-12.5-20180507","A00000001015","HARV_001-O-37.5-12.5-20180507-SM","O","2018-05-08T13:00Z","2018-05-10T18:25Z",2.16,7.3,4.07,1.691,0.372,"","gvanscoy@field-ops.org",NA
"66bd156d-209b-4a41-91ba-bfa5fffe9876","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:27Z","NEON.DOC.014048vF","HARV_001-M-37.5-12.5-20180507","A00000001047","HARV_001-M-37.5-12.5-20180507-SM","M","2018-05-08T13:00Z","2018-05-10T18:25Z",2.15,12.19,8.9,0.487,0.672,"","gvanscoy@field-ops.org",NA
"1d2e505a-5bd8-4c7f-a86a-807a721788bf","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:43Z","NEON.DOC.014048vK","HARV_034-O-10-36-20180509","A00000000674","HARV_034-O-10-36-20180509-SM","O","2018-05-09T20:06Z","2018-05-14T17:05Z",2.14,7.15,4.17,1.468,0.405,"","jlerner@battelleecology.org",NA
"816ba93e-b8dd-4b85-83bb-73f78c0df51b","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:43Z","NEON.DOC.014048vK","HARV_034-M-10-36-20180509","A00000000725","HARV_034-M-10-36-20180509-SM","M","2018-05-09T19:56Z","2018-05-14T17:08Z",2.17,13.12,8.93,0.62,0.617,"","jlerner@battelleecology.org",NA
"d03a7da4-2ec1-474f-abef-c70bd31c408c","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:10Z","NEON.DOC.014048vF","HARV_001-O-28-35-20180507","A00000001032","HARV_001-O-28-35-20180507-SM","O","2018-05-08T13:00Z","2018-05-10T18:25Z",2.12,7.14,3.65,2.281,0.305,"","gvanscoy@field-ops.org",NA
"94c1e729-153d-4d7d-9065-06970bac8c4d","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:10Z","NEON.DOC.014048vF","HARV_001-M-28-35-20180507","A00000001081","HARV_001-M-28-35-20180507-SM","M","2018-05-08T13:00Z","2018-05-10T18:25Z",2.13,12.4,8.61,0.585,0.631,"","gvanscoy@field-ops.org",NA
"73bd69a1-3d66-4459-aca9-f05cf395ffa6","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:55Z","NEON.DOC.014048vK","HARV_034-O-26-8-20180509","A00000000691","HARV_034-O-26-8-20180509-SM","O","2018-05-09T20:00Z","2018-05-14T17:07Z",2.2,8.28,4.35,1.828,0.354,"","jlerner@battelleecology.org",NA
"5e81c91c-78b3-4d9a-bae1-4d11e2991dd9","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:18Z","NEON.DOC.014048vF","HARV_001-O-9-34.5-20180507","A00000001014","HARV_001-O-9-34.5-20180507-SM","O","2018-05-08T13:00Z","2018-05-10T18:25Z",2.1,7.17,3.69,2.189,0.314,"","gvanscoy@field-ops.org",NA
"389afade-10ae-43e8-bca3-389f77d9f182","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-05-09T17:54Z","NEON.DOC.014048vK","HARV_034-M-26-8-20180509","A00000000607","HARV_034-M-26-8-20180509-SM","M","2018-05-09T20:00Z","2018-05-14T17:06Z",2.146,12.79,9.65,0.418,0.705,"","jlerner@battelleecology.org",NA
"01bc1fc7-52dd-4579-952c-8eb43274a589","HARV_001.basePlot.bgc","D01","HARV","HARV_001",NA,"2018-05-07T19:18Z","NEON.DOC.014048vF","HARV_001-M-9-34.5-20180507","A00000001098","HARV_001-M-9-34.5-20180507-SM","M","2018-05-08T13:00Z","2018-05-10T18:25Z",2.09,12.44,8.53,0.607,0.622,"","gvanscoy@field-ops.org",NA
"205a4ac3-e83a-4051-8bd9-8272ae47fb17","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:23Z","NEON.DOC.014048vK","HARV_035-O-0.5-36.5-20180509","A00000000641","HARV_035-O-0.5-36.5-20180509-SM","O","2018-05-09T20:26Z","2018-05-14T17:29Z",2.1,7.56,3.72,2.37,0.297,"","jlerner@battelleecology.org",NA
"23fe7ef4-0b6c-4851-a3d5-330fb26b0f83","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:23Z","NEON.DOC.014048vK","HARV_035-M-0.5-36.5-20180509","A00000000692","HARV_035-M-0.5-36.5-20180509-SM","M","2018-05-09T20:15Z","2018-05-14T17:23Z",2.1,13.68,10.19,0.431,0.699,"","jlerner@battelleecology.org",NA
"6cc7716b-6abe-4155-ad84-359cd35e855b","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:19Z","NEON.DOC.014048vK","HARV_035-M-4.5-5-20180509","A00000000726","HARV_035-M-4.5-5-20180509-SM","M","2018-05-09T20:09Z","2018-05-14T17:24Z",2.11,13.31,10.05,0.411,0.709,"","jlerner@battelleecology.org",NA
"b8d323bb-3b80-42e3-9c07-8631bc33fb13","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:20Z","NEON.DOC.014048vK","HARV_035-O-4.5-5-20180509","A00000000675","HARV_035-O-4.5-5-20180509-SM","O","2018-05-09T20:19Z","2018-05-14T17:24Z",2.1,6.56,4.22,1.104,0.475,"","jlerner@battelleecology.org",NA
"063a671d-6818-42fe-881e-a549639e83b8","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:11Z","NEON.DOC.014048vK","HARV_035-O-25.5-9-20180509","A00000000658","HARV_035-O-25.5-9-20180509-SM","O","2018-05-09T20:29Z","2018-05-14T17:24Z",2.15,7.94,4.18,1.852,0.351,"","jlerner@battelleecology.org",NA
"3fe24dba-dac1-42db-8a2a-5931d74b1fdf","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-05-09T16:11Z","NEON.DOC.014048vK","HARV_035-M-25.5-9-20180509","A00000000709","HARV_035-M-25.5-9-20180509-SM","M","2018-05-09T20:13Z","2018-05-14T17:23Z",2.14,12.2,9.5,0.367,0.732,"","jlerner@battelleecology.org",NA
"283856d8-95be-4dbc-aff7-86e8d5d7f146","HARV_037.basePlot.bgc","D01","HARV","HARV_037",NA,"2018-05-09T17:20Z","NEON.DOC.014048vK","HARV_037-O-30-22-20180509","A00000000608","HARV_037-O-30-22-20180509-SM","O","2018-05-09T20:29Z","2018-05-14T17:32Z",2.1,7.45,3.31,3.421,0.226,"","jlerner@battelleecology.org",NA
"1f88d16a-997a-4522-a5ff-9ab6e0ca89db","HARV_037.basePlot.bgc","D01","HARV","HARV_037",NA,"2018-05-09T17:20Z","NEON.DOC.014048vK","HARV_037-M-30-22-20180509","A00000000659","HARV_037-M-30-22-20180509-SM","M","2018-05-09T19:23Z","2018-05-14T17:19Z",2.14,12.02,7.23,0.941,0.515,"","jlerner@battelleecology.org",NA
"3cf8adc5-2a37-4340-8b2c-e18dde8f1b79","HARV_037.basePlot.bgc","D01","HARV","HARV_037",NA,"2018-05-09T17:24Z","NEON.DOC.014048vK","HARV_037-O-35-17.5-20180509","A00000000676","HARV_037-O-35-17.5-20180509-SM","O","2018-05-09T19:50Z","2018-05-14T17:10Z",2.12,7.41,3.2,3.898,0.204,"","jlerner@battelleecology.org",NA
"e8a703a8-0c3a-475e-a516-32cef53c9aad","HARV_037.basePlot.bgc","D01","HARV","HARV_037",NA,"2018-05-09T17:09Z","NEON.DOC.014048vK","HARV_037-O-10-4.5-20180509","A00000000625","HARV_037-O-10-4.5-20180509-SM","O","2018-05-11T15:22Z","2018-05-14T16:59Z",2.11,8.05,3.43,3.5,0.222,"","jlerner@battelleecology.org",NA
"af3a2405-18f2-41cc-bd1f-245cedbe57c3","HARV_037.basePlot.bgc","D01","HARV","HARV_037",NA,"2018-05-09T17:09Z","NEON.DOC.014048vK","HARV_037-M-10-4.5-20180509","A00000000693","HARV_037-M-10-4.5-20180509-SM","M","2018-05-09T19:33Z","2018-05-14T17:14Z",2.14,11.56,5.56,1.754,0.363,"","jlerner@battelleecology.org",NA
"4e7ee85a-e0b2-4773-99a0-b6d848c1ab99","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T14:12Z","NEON.DOC.014048vK","HARV_033-O-8.5-15.5-20180709","A00000001045","HARV_033-O-8.5-15.5-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.12,7.12,5,0.736,0.576,"","gvanscoy@field-ops.org",NA
"76a6a7a2-0519-48cc-abc3-f7e3f6b5d39e","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:51Z","NEON.DOC.014048vK","HARV_033-O-8.5-15.5-20180731","A00000001005","HARV_033-O-8.5-15.5-20180731-SM","O","2018-08-17T12:13Z","2018-08-20T17:17Z",2.08,7.57,5.05,0.848,0.541,"","cgoranson@battelleecology.org",NA
"4867f768-86a8-4668-a9b1-c22a82e9dc69","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T15:27Z","NEON.DOC.014048vK","HARV_033-M-8.5-15.5-20180709","A00000001059","HARV_033-M-8.5-15.5-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.11,12.35,9.14,0.457,0.687,"","gvanscoy@field-ops.org",NA
"10014495-8bd2-45c0-8072-ac433be5a28f","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:53Z","NEON.DOC.014048vK","HARV_033-M-8.5-15.5-20180731","A00000000989","HARV_033-M-8.5-15.5-20180731-SM","M","2018-08-20T19:45Z","2018-08-23T13:03Z",2.12,11.47,8.83,0.393,0.718,"","jmckenna@battelleecology.org",NA
"396f4738-3ff8-4c82-a437-3022d9aa0dd2","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T16:22Z","NEON.DOC.014048vK","HARV_033-O-6.5-31.5-20180709","A00000001046","HARV_033-O-6.5-31.5-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.18,7.18,3.36,3.237,0.236,"","gvanscoy@field-ops.org",NA
"1ae90b46-e8f5-4b35-9ce9-34961024f9e2","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:31Z","NEON.DOC.014048vK","HARV_033-O-6.5-31.5-20180731","A00000000991","HARV_033-O-6.5-31.5-20180731-SM","O","2018-08-21T15:08Z","2018-08-23T16:21Z",2.09,7.79,4.24,1.651,0.377,"","cgoranson@battelleecology.org",NA
"fb5a2f8f-9670-4167-96ce-2a641a3caeff","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T16:45Z","NEON.DOC.014048vK","HARV_033-M-6.5-31.5-20180709","A00000001058","HARV_033-M-6.5-31.5-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.12,12.66,9.3,0.468,0.681,"","gvanscoy@field-ops.org",NA
"bed0d84a-1e88-495d-ab1b-f8f72f6baada","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:34Z","NEON.DOC.014048vK","HARV_033-M-6.5-31.5-20180731","A00000000990","HARV_033-M-6.5-31.5-20180731-SM","M","2018-08-20T21:00Z","2018-08-23T13:03Z",2.06,11.91,8.62,0.502,0.666,"","jmckenna@battelleecology.org",NA
"c96190fa-b0c1-42c8-b35d-a6c97ff6d0aa","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T17:45Z","NEON.DOC.014048vK","HARV_035-O-21-4-20180709","A00000001075","HARV_035-O-21-4-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.14,7.16,4.45,1.173,0.46,"20180711 I dropped part of the sample on the floor. I picked up as much as possible but a few mineral grains remained on the floor","gvanscoy@field-ops.org",NA
"54815b4c-d73c-47a3-9afe-4e95d047b860","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T17:54Z","NEON.DOC.014048vK","HARV_033-O-21-34.5-20180709","A00000001056","HARV_033-O-21-34.5-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.06,7.07,3.63,2.191,0.313,"","gvanscoy@field-ops.org",NA
"8c17d3da-6263-43f2-b4e4-e6a3380b4cbe","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:40Z","NEON.DOC.014048vK","HARV_033-O-21-34.5-20180731","A00000001007","HARV_033-O-21-34.5-20180731-SM","O","2018-08-20T21:00Z","2018-08-23T13:03Z",2.14,7.76,4.83,1.089,0.479,"","jmckenna@battelleecology.org",NA
"4885d055-331b-4a46-b350-89665d7da2b6","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T18:04Z","NEON.DOC.014048vK","HARV_035-M-21-4-20180709","A00000001080","HARV_035-M-21-4-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.09,12.23,9.46,0.376,0.727,"","gvanscoy@field-ops.org",NA
"1b5ba0bf-9692-4634-ab2a-c92fdc1e8818","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-09T18:10Z","NEON.DOC.014048vK","HARV_033-M-21-34.5-20180709","A00000001057","HARV_033-M-21-34.5-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.11,12.45,9.61,0.379,0.725,"","gvanscoy@field-ops.org",NA
"40eb58d2-edc7-460e-88e8-bfc1157a03c7","HARV_033.basePlot.bgc","D01","HARV","HARV_033",NA,"2018-07-31T16:43Z","NEON.DOC.014048vK","HARV_033-M-21-34.5-20180731","A00000001006","HARV_033-M-21-34.5-20180731-SM","M","2018-08-20T19:45Z","2018-08-23T13:03Z",2.21,12.18,10.06,0.27,0.787,"","jmckenna@battelleecology.org",NA
"d257a3e2-7490-4ad1-bbe2-fc9d6cb62a7c","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T18:32Z","NEON.DOC.014048vK","HARV_035-O-8-24.5-20180709","A00000001076","HARV_035-O-8-24.5-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.1,7.11,4.16,1.432,0.411,"","gvanscoy@field-ops.org",NA
"2befca4c-fb88-4115-b6c4-2eacb09bb465","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T18:56Z","NEON.DOC.014048vK","HARV_035-M-8-24.5-20180709","A00000001078","HARV_035-M-8-24.5-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.14,12.15,9.63,0.336,0.748,"","gvanscoy@field-ops.org",NA
"19193b37-8bab-4e7f-a25a-48bab967ec2c","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-07-09T19:05Z","NEON.DOC.014048vK","HARV_034-O-15.5-30-20180709","A00000001062","HARV_034-O-15.5-30-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.12,7.17,4.41,1.205,0.453,"","gvanscoy@field-ops.org",NA
"017de2ec-abe5-4085-951a-410b7ba1dc43","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T19:47Z","NEON.DOC.014048vK","HARV_035-O-38-33.5-20180709","A00000001077","HARV_035-O-38-33.5-20180709-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.15,7.21,3.92,1.859,0.35,"","gvanscoy@field-ops.org",NA
"0e840bb1-1452-47e2-80e9-04c2666862bb","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-07-09T19:57Z","NEON.DOC.014048vK","HARV_034-M-15.5-30-20180709","A00000001074","HARV_034-M-15.5-30-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.14,12.31,9.8,0.328,0.753,"","gvanscoy@field-ops.org",NA
"dc349f5a-7c95-499f-9041-5e2df3fd9add","HARV_035.basePlot.bgc","D01","HARV","HARV_035",NA,"2018-07-09T20:05Z","NEON.DOC.014048vK","HARV_035-M-38-33.5-20180709","A00000001079","HARV_035-M-38-33.5-20180709-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.19,12.45,9.64,0.377,0.726,"","gvanscoy@field-ops.org",NA
"4299813a-8876-40a3-8016-de3db2b92fb9","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-07-10T13:15Z","NEON.DOC.014048vK","HARV_034-O-16.5-4.5-20180710","A00000001060","HARV_034-O-16.5-4.5-20180710-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.16,7.26,5.3,0.624,0.616,"","opiscitelli@battelleecology.org",NA
"01ea2d63-1a1f-44f2-98e1-53071c4d0d6b","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-07-10T13:35Z","NEON.DOC.014048vK","HARV_034-M-16.5-4.5-20180710","A00000001073","HARV_034-M-16.5-4.5-20180710-SM","M","2018-07-16T15:30Z","2018-07-18T15:40Z",2.15,7.63,6.31,0.317,0.759,"","opiscitelli@battelleecology.org",NA
"4200f7f7-138a-478c-ae21-5808f2984f61","HARV_034.basePlot.bgc","D01","HARV","HARV_034",NA,"2018-07-10T14:01Z","NEON.DOC.014048vK","HARV_034-O-26-6-20180710","A00000001061","HARV_034-O-26-6-20180710-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.13,7.15,4.13,1.51,0.398,"","opiscitelli@battelleecology.org",NA
"244975ba-cb00-4493-b212-3effdf98d805","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-07-10T14:15Z","NEON.DOC.014048vK","HARV_004-O-33.5-2.5-20180710","A00000000700","HARV_004-O-33.5-2.5-20180710-SM","O","2018-07-16T15:30Z","2018-07-18T15:40Z",2.07,7.31,5.1,0.729,0.578,"","opiscitelli@battelleecology.org",NA
"5c7c9717-b7e4-4794-9c2f-bb40cce82c88","HARV_004.basePlot.bgc","D01","HARV","HARV_004",NA,"2018-07-30T05:23Z","NEON.DOC.014048vK","HARV_004-O-33.5-2.5-20180730","A00000000978","HARV_004-O-33.5-2.5-20180730-SM","O","2018-08-20T21:00Z","2018-08-23T13:03Z",2.16,7.46,4.52,1.246,0.445,"","jmckenna@battelleecology.org",NA
